Image,Original Dimensions,Resized Dimensions,Entropy,Sharpness,Focus,PSNR,SSIM
N-33-139-C-d-2-4_276_real_2048.png,2048x2048,512x512,6.481392784668576,176.02614689011534,176.02614689011534,39.391971731621,0.9807477831679631
BSRGAN.png,2048x2048,512x512,6.414129190870595,407.3360552701488,407.3360552701488,36.54676177107585,0.9559968923627782
SwinIR_large.png,2048x2048,512x512,6.376239007602262,635.5730622035771,635.5730622035771,33.68088178869391,0.939023613653007
SwinIR.png,2048x2048,512x512,6.342798152659905,697.1523454390554,697.1523454390554,31.986576469595413,0.9122406620960747
resrgan_image.jpg,2048x2048,512x512,6.378822989561527,670.295396640664,670.295396640664,33.30784478359591,0.91167467654603
esrgan_image.png,2048x2048,512x512,6.490311120772877,249.25571060004586,249.25571060004586,40.195725810716986,0.9950793869101744
